Season,Player ID,Name,First Name,Last Name,Position,Shirt Number,Position Info,Current Team,Team Abbreviation,TotalOffsides,Age,Nationality,Rank
2021/22,343482.0,Sadio Mané,Sadio,Mané,F,10.0,Left/Right Second Striker,n/a,n/a,19.0,32 years 135 days,Senegal,8.0
2021/22,11259.0,Jamie Vardy,Jamie,Vardy,F,9.0,Centre Striker,Leicester City,LEI,19.0,37 years 225 days,England,8.0
2021/22,95187.0,Jay Rodriguez,Jay,Rodriguez,F,9.0,Left/Centre/Right Second Striker,Burnley,BUR,17.0,35 years 25 days,England,10.0
2021/22,135654.0,Bukayo Saka,Bukayo,Saka,F,77.0,Left Winger,Arsenal,ARS,17.0,22 years 353 days,England,10.0
2021/22,20239.0,Son Heung-Min,Heung-Min,Son,F,7.0,Left/Centre/Right Winger,Tottenham Hotspur,TOT,17.0,32 years 46 days,South Korea,10.0
2021/22,219427.0,Callum Wilson,Callum,Wilson,F,9.0,Centre Striker,Newcastle United,NEW,17.0,32 years 178 days,England,10.0
2021/22,344721.0,Harry Kane,Harry,Kane,F,9.0,Striker,n/a,n/a,16.0,31 years 26 days,England,14.0
2021/22,226363.0,Ollie Watkins,Ollie,Watkins,F,11.0,Left/Centre/Right Second Striker,Aston Villa,AVL,16.0,28 years 237 days,England,14.0
2021/22,325634.0,Daniel James,Daniel,James,M,21.0,Right Winger,n/a,n/a,15.0,26 years 287 days,Wales,16.0
2021/22,19620.0,Marcus Rashford,Marcus,Rashford,F,10.0,Left/Centre Second Striker,Manchester United,MUN,15.0,26 years 297 days,England,16.0
2021/22,180212.0,Jarrod Bowen,Jarrod,Bowen,F,20.0,Centre Striker,West Ham United,WHU,14.0,27 years 247 days,England,18.0
2021/22,317489.0,Raphinha,Raphael,Dias Belloli,F,11.0,Right Winger,n/a,n/a,14.0,27 years 253 days,Brazil,18.0
2021/22,260162.0,Phil Foden,Phil,Foden,M,n/a,Centre Central Midfielder,Manchester City,MCI,14.0,24 years 87 days,England,18.0
2021/22,347054.0,Romelu Lukaku,Romelu,Lukaku,F,90.0,Centre Striker,Chelsea,CHE,14.0,31 years 102 days,Belgium,18.0
2021/22,327643.0,Michail Antonio,Michail,Antonio,F,n/a,Centre Striker,West Ham United,WHU,13.0,34 years 148 days,Jamaica,22.0
2021/22,356740.0,Armando Broja,Armando,Broja,F,9.0,Striker,Southampton,SOU,13.0,22 years 348 days,Albania,22.0
2021/22,302911.0,Jean-Philippe Mateta,Jean-Philippe,Mateta,F,14.0,Centre Striker,Crystal Palace,CRY,13.0,27 years 56 days,France,22.0
2021/22,161347.0,Bryan Mbeumo,Bryan,Mbeumo,M,19.0,Left Winger,Brentford,BRE,13.0,25 years 16 days,Cameroon,22.0
2021/22,345774.0,Milot Rashica,Milot,Rashica,M,7.0,Left/Right Winger,n/a,n/a,13.0,28 years 56 days,Kosovo,22.0
2021/22,361056.0,Allan Saint-Maximin,Allan,Saint-Maximin,F,97.0,Left Winger,n/a,n/a,13.0,27 years 164 days,France,22.0
2021/22,336745.0,Leandro Trossard,Leandro,Trossard,F,19.0,Forward,Brighton & Hove Albion,BHA,13.0,29 years 263 days,Belgium,22.0
2021/22,356259.0,Emmanuel Dennis,Emmanuel,Dennis,F,25.0,Centre Striker,Watford,WAT,12.0,26 years 282 days,Nigeria,29.0
2021/22,340669.0,Kai Havertz,Kai,Havertz,M,29.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,12.0,25 years 73 days,Germany,29.0
2021/22,32140.0,Solly March,Solly,March,M,7.0,Left/Centre/Right Attacking Midfielder,Brighton & Hove Albion,BHA,12.0,30 years 34 days,England,29.0
2021/22,130627.0,Teemu Pukki,Teemu,Pukki,F,22.0,Centre Striker,Norwich City,NOR,12.0,34 years 147 days,Finland,29.0
2021/22,47184.0,Mohamed Salah,Mohamed,Salah Hamed Mahrous Ghaly,F,11.0,Left/Centre/Right Winger,Liverpool,LIV,12.0,32 years 69 days,Egypt,29.0
2021/22,362159.0,Ismaïla Sarr,Ismaïla,Sarr,F,7.0,Right Winger,n/a,n/a,12.0,26 years 180 days,Senegal,29.0
2021/22,30533.0,Trent Alexander-Arnold,Trent,Alexander-Arnold,D,n/a,Right Full Back,Liverpool,LIV,11.0,25 years 321 days,England,35.0
2021/22,336747.0,Danny Ings,Danny,Ings,F,n/a,Striker,n/a,n/a,11.0,32 years 31 days,England,35.0
2021/22,355268.0,Timo Werner,Timo,Werner,F,16.0,Centre Striker,n/a,n/a,11.0,28 years 170 days,Germany,35.0
2021/22,345706.0,Pierre-Emerick Aubameyang,Pierre-Emerick,Aubameyang,F,10.0,Striker,n/a,n/a,10.0,35 years 66 days,Gabon,38.0
2021/22,342771.0,Harvey Barnes,Harvey,Barnes,M,11.0,Left/Right Winger,Leicester City,LEI,10.0,26 years 258 days,England,38.0
2021/22,322315.0,Christian Benteke,Christian,Benteke,F,20.0,Forward,n/a,n/a,10.0,33 years 264 days,Belgium,38.0
2021/22,315355.0,Gabriel Jesus,Gabriel Fernando,de Jesus,F,9.0,Second Striker,n/a,n/a,10.0,27 years 142 days,Brazil,38.0
2021/22,362982.0,Adam Idah,Adam,Idah,F,9.0,Striker,n/a,n/a,10.0,23 years 194 days,Ireland,38.0
2021/22,166789.0,Gabriel Martinelli,Gabriel Teodoro,Martinelli Silva,M,n/a,Midfielder,Arsenal,ARS,10.0,23 years 66 days,Brazil,38.0
2021/22,317508.0,Raheem Sterling,Raheem,Sterling,F,7.0,Left/Centre/Right Second Striker,n/a,n/a,10.0,29 years 259 days,England,38.0
2021/22,154335.0,Miguel Almirón,Miguel,Almirón,M,24.0,Left/Centre/Right Second Striker,Newcastle United,NEW,9.0,30 years 195 days,Paraguay,45.0
2021/22,340758.0,Ashley Barnes,Ashley,Barnes,F,10.0,Centre Striker,n/a,n/a,9.0,34 years 298 days,England,45.0
2021/22,360571.0,Saïd Benrahma,Saïd,Benrahma,F,17.0,Left Winger,n/a,n/a,9.0,29 years 13 days,Algeria,45.0
2021/22,44030.0,Bernardo Silva,Bernardo,Mota Veiga de Carvalho e Silva,M,20.0,Left/Centre Attacking Midfielder,Manchester City,MCI,9.0,30 years 13 days,Portugal,45.0
2021/22,344967.0,Adama Traoré,Adama,Traoré,F,11.0,Winger,n/a,n/a,9.0,28 years 211 days,Spain,45.0
2021/22,336341.0,Wout Weghorst,Wout,Weghorst,F,27.0,Striker,Burnley,BUR,9.0,32 years 16 days,Netherlands,45.0
2021/22,337516.0,Anthony Gordon,Anthony,Gordon,F,10.0,Winger,Everton,EVE,8.0,23 years 181 days,England,51.0
2021/22,317864.0,Joshua King,Joshua,King,F,15.0,Left/Centre/Right Striker,Watford,WAT,8.0,32 years 221 days,Norway,51.0
2021/22,161456.0,Ché Adams,Ché,Adams,F,10.0,Centre Striker,n/a,n/a,7.0,28 years 41 days,Scotland,53.0
2021/22,277554.0,Patson Daka,Patson,Daka,F,20.0,Centre Striker,Leicester City,LEI,7.0,25 years 319 days,Zambia,53.0
2021/22,362144.0,Kelechi Iheanacho,Kelechi,Iheanacho,F,9.0,Centre Striker,n/a,n/a,7.0,27 years 325 days,Nigeria,53.0
2021/22,355322.0,Jadon Sancho,Jadon,Sancho,F,10.0,Left/Right Winger,Manchester United,MUN,7.0,24 years 151 days,England,53.0
2021/22,286396.0,Yoane Wissa,Yoane,Wissa,M,11.0,Left Winger,Brentford,BRE,7.0,27 years 355 days,DR Congo,53.0
2021/22,355446.0,Edinson Cavani,Edinson,Cavani,F,10.0,Centre Striker,n/a,n/a,6.0,37 years 191 days,Uruguay,58.0
2021/22,356767.0,Pablo Fornals,Pablo,Fornals,M,18.0,Attacking Midfielder,n/a,n/a,6.0,28 years 183 days,Spain,58.0
2021/22,340425.0,João Pedro,João Pedro,Junqueira de Jesus,F,9.0,Centre Striker,Watford,WAT,6.0,22 years 332 days,Brazil,58.0
2021/22,112119.0,Alexandre Lacazette,Alexandre,Lacazette,F,10.0,Centre Striker,Arsenal,ARS,6.0,33 years 87 days,France,58.0
2021/22,343555.0,Ademola Lookman,Ademola,Lookman,F,11.0,Left/Right Winger,n/a,n/a,6.0,26 years 308 days,Nigeria,58.0
2021/22,346844.0,Neal Maupay,Neal,Maupay,F,7.0,Centre Striker,Brighton & Hove Albion,BHA,6.0,28 years 9 days,France,58.0
2021/22,297850.0,Patrick Bamford,Patrick,Bamford,F,n/a,Centre Striker,Leeds United,LEE,5.0,30 years 353 days,England,64.0
2021/22,302934.0,Dan Burn,Dan,Burn,D,33.0,Centre Central Defender,Newcastle United,NEW,5.0,32 years 106 days,England,64.0
2021/22,345194.0,Sergi Canós,Sergi,Canós,M,7.0,Winger,n/a,n/a,5.0,27 years 203 days,Spain,64.0
2021/22,14111.0,Ben Davies,Ben,Davies,D,33.0,Left Full Back,Tottenham Hotspur,TOT,5.0,31 years 121 days,Wales,64.0
2021/22,337369.0,Joe Gelhardt,Joe,Gelhardt,F,28.0,Centre Striker,Leeds United,LEE,5.0,22 years 111 days,England,64.0
2021/22,285236.0,Jack Grealish,Jack,Grealish,M,10.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,5.0,28 years 348 days,England,64.0
2021/22,160320.0,Pontus Jansson,Pontus,Jansson,D,18.0,Centre Central Defender,n/a,n/a,5.0,33 years 192 days,Sweden,64.0
2021/22,341034.0,Mason Mount,Mason,Mount,M,7.0,Centre Attacking Midfielder,n/a,n/a,5.0,25 years 226 days,England,64.0
2021/22,161996.0,Eddie Nketiah,Eddie,Nketiah,F,14.0,Centre Striker,Arsenal,ARS,5.0,25 years 85 days,England,64.0
2021/22,355591.0,Salomón Rondón,Salomón,Rondón,F,23.0,Forward,n/a,n/a,5.0,34 years 342 days,Venezuela,64.0
2021/22,361805.0,Ryan Sessegnon,Ryan,Sessegnon,M,30.0,Left/Right Winger,n/a,n/a,5.0,24 years 97 days,England,64.0
2021/22,255674.0,Diogo Jota,Diogo José,Teixeira da Silva,F,20.0,Left/Centre/Right Striker,Liverpool,LIV,5.0,27 years 263 days,Portugal,64.0
2021/22,337217.0,Matej Vydra,Matej,Vydra,F,11.0,Forward,Burnley,BUR,5.0,32 years 114 days,Czech Republic,64.0
2021/22,359638.0,Hakim Ziyech,Hakim,Ziyech,M,22.0,Centre Attacking Midfielder,n/a,n/a,5.0,31 years 157 days,Morocco,64.0
2021/22,327670.0,Dele Alli,Dele,Alli,M,11.0,Centre Attacking Midfielder,n/a,n/a,4.0,28 years 134 days,England,78.0
2021/22,284910.0,Leon Bailey,Leon,Bailey,M,31.0,Left Winger,Aston Villa,AVL,4.0,27 years 14 days,Jamaica,78.0
2021/22,363190.0,Nélson Semedo,Nélson,Cabral Semedo,D,2.0,Right Full Back,Wolverhampton Wanderers,WOL,4.0,30 years 281 days,Portugal,78.0
2021/22,41062.0,Dominic Calvert-Lewin,Dominic,Calvert-Lewin,F,9.0,Centre Striker,Everton,EVE,4.0,27 years 160 days,England,78.0
2021/22,340957.0,Nathan Collins,Nathan,Collins,D,22.0,Centre Central Defender,Burnley,BUR,4.0,23 years 115 days,Ireland,78.0
2021/22,312585.0,Philippe Coutinho,Philippe,Coutinho Correia,M,23.0,Left/Centre/Right Attacking Midfielder,Aston Villa,AVL,4.0,32 years 72 days,Brazil,78.0
2021/22,19595.0,Kevin De Bruyne,Kevin,De Bruyne,M,17.0,Left/Centre/Right Attacking Midfielder,Manchester City,MCI,4.0,33 years 56 days,Belgium,78.0
2021/22,288980.0,Odsonne Édouard,Odsonne,Édouard,F,22.0,Centre Striker,Crystal Palace,CRY,4.0,26 years 220 days,France,78.0
2021/22,362163.0,Pascal Groß,Pascal,Groß,M,13.0,Centre Central Midfielder,n/a,n/a,4.0,33 years 69 days,Germany,78.0
2021/22,302712.0,Bruno Guimarães,Bruno,Guimarães Rodriguez Moura,M,39.0,Centre Defensive Midfielder,Newcastle United,NEW,4.0,26 years 281 days,Brazil,78.0
2021/22,349224.0,Jack Harrison,Jack,Harrison,M,7.0,Midfielder,Leeds United,LEE,4.0,27 years 277 days,England,78.0
2021/22,347498.0,Callum Hudson-Odoi,Callum,Hudson-Odoi,F,14.0,Left Winger,n/a,n/a,4.0,23 years 290 days,England,78.0
2021/22,52087.0,Reece James,Reece,James,D,24.0,Right Full Back,Chelsea,CHE,4.0,24 years 259 days,England,78.0
2021/22,340568.0,Dejan Kulusevski,Dejan,Kulusevski,M,21.0,Right Winger,n/a,n/a,4.0,24 years 120 days,Sweden,78.0
2021/22,288361.0,Aaron Lennon,Aaron,Lennon,M,17.0,Right Winger,Burnley,BUR,4.0,37 years 129 days,England,78.0
2021/22,340453.0,Alexis Mac Allister,Alexis,Mac Allister,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,25 years 243 days,Argentina,78.0
2021/22,340680.0,James Maddison,James,Maddison,M,10.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,27 years 274 days,England,78.0
2021/22,194758.0,Rodrigo,Rodrigo,Moreno Machado,F,19.0,Centre Striker,n/a,n/a,4.0,33 years 170 days,Spain,78.0
2021/22,362398.0,Nicolas Pépé,Nicolas,Pépé,F,19.0,Right Winger,n/a,n/a,4.0,29 years 86 days,Cote D’Ivoire,78.0
2021/22,342046.0,Christian Pulisic,Christian,Pulisic,M,11.0,Left/Centre/Right Attacking Midfielder,n/a,n/a,4.0,25 years 340 days,United States,78.0
2021/22,50135.0,Andy Robertson,Andy,Robertson,D,26.0,Left Full Back,Liverpool,LIV,4.0,30 years 165 days,Scotland,78.0
2021/22,286394.0,Josh Sargent,Josh,Sargent,F,9.0,Centre Striker,Norwich City,NOR,4.0,24 years 185 days,United States,78.0
2021/22,354818.0,Fábio Silva,Fábio Daniel,Soares Silva,F,7.0,Centre Striker,n/a,n/a,4.0,22 years 35 days,Portugal,78.0
2021/22,259014.0,Tomás Soucek,Tomás,Soucek,M,28.0,Centre Defensive Midfielder,West Ham United,WHU,4.0,29 years 178 days,Czech Republic,78.0
2021/22,259569.0,Danny Welbeck,Danny,Welbeck,F,18.0,Centre Striker,Brighton & Hove Albion,BHA,4.0,33 years 271 days,England,78.0
2021/22,279691.0,Rayan Aït-Nouri,Rayan,Aït-Nouri,D,3.0,Left Full Back,Wolverhampton Wanderers,WOL,3.0,23 years 78 days,Algeria,103.0
2021/22,325869.0,Marcos Alonso,Marcos,Alonso,D,17.0,Left Full Back,n/a,n/a,3.0,33 years 239 days,Spain,103.0
2021/22,337933.0,Cédric Soares,Cédric Ricardo,Alves Soares,D,12.0,Right Full Back,n/a,n/a,3.0,32 years 358 days,Portugal,103.0
2021/22,160671.0,Joelinton,Joelinton Cássio,Apolinário de Lira,F,7.0,Centre Striker,Newcastle United,NEW,3.0,28 years 9 days,Brazil,103.0
2021/22,19511.0,Roberto Firmino,Roberto Firmino,Barbosa de Oliveira,F,9.0,Left/Centre/Right Striker,n/a,n/a,3.0,32 years 326 days,Brazil,103.0
2021/22,180060.0,Bruno Fernandes,Bruno Miguel,Borges Fernandes,M,8.0,Left/Centre/Right Attacking Midfielder,Manchester United,MUN,3.0,29 years 350 days,Portugal,103.0
2021/22,276764.0,Emiliano Buendía,Emiliano,Buendía,M,10.0,Left/Right Attacking Midfielder,Aston Villa,AVL,3.0,27 years 242 days,Argentina,103.0
2021/22,263914.0,Daniel Podence,Daniel,Castelo Podence,M,56.0,Left Winger,Wolverhampton Wanderers,WOL,3.0,28 years 307 days,Portugal,103.0
2021/22,322024.0,Marc Cucurella,Marc,Cucurella,D,3.0,Left Wing Back,Brighton & Hove Albion,BHA,3.0,26 years 32 days,Spain,103.0
2021/22,302686.0,Luis Díaz,Luis,Díaz,F,7.0,Left/Right Winger,Liverpool,LIV,3.0,27 years 223 days,Colombia,103.0
2021/22,300571.0,Lucas Digne,Lucas,Digne,D,12.0,Left Full Back,Aston Villa,AVL,3.0,31 years 34 days,France,103.0
2021/22,342996.0,Anthony Elanga,Anthony,Elanga,F,21.0,Left Winger,n/a,n/a,3.0,22 years 118 days,Sweden,103.0
2021/22,282268.0,Demarai Gray,Demarai,Gray,F,11.0,Left/Right Winger,n/a,n/a,3.0,28 years 56 days,Jamaica,103.0
2021/22,361200.0,Mason Greenwood,Mason,Greenwood,F,n/a,Right Winger,n/a,n/a,3.0,22 years 327 days,England,103.0
2021/22,30985.0,Jóhann Gudmundsson,Jóhann,Gudmundsson,F,7.0,Left Winger,Burnley,BUR,3.0,33 years 301 days,Iceland,103.0
2021/22,355783.0,Jordan Henderson,Jordan,Henderson,M,6.0,Midfielder,n/a,n/a,3.0,34 years 67 days,England,103.0
2021/22,312590.0,Hwang Hee-Chan,Hee-Chan,Hwang,F,11.0,Centre Striker,Wolverhampton Wanderers,WOL,3.0,28 years 210 days,South Korea,103.0
2021/22,346851.0,Alex Iwobi,Alex,Iwobi,F,17.0,Left/Centre/Right Second Striker,n/a,n/a,3.0,28 years 112 days,Nigeria,103.0
2021/22,258703.0,Vitaly Janelt,Vitaly,Janelt,M,27.0,Centre Defensive Midfielder,Brentford,BRE,3.0,26 years 105 days,Germany,103.0
2021/22,160425.0,Mathias Jensen,Mathias,Jensen,M,8.0,Centre Central Midfielder,Brentford,BRE,3.0,28 years 235 days,Denmark,103.0
2021/22,302186.0,Samuel Kalu,Samuel,Kalu,F,28.0,Right Striker,Watford,WAT,3.0,26 years 363 days,Nigeria,103.0
2021/22,345135.0,Tariq Lamptey,Tariq,Lamptey,D,n/a,Defender,Brighton & Hove Albion,BHA,3.0,23 years 328 days,Ghana,103.0
2021/22,96938.0,Shane Long,Shane,Long,F,7.0,Centre Striker,Southampton,SOU,3.0,37 years 214 days,Ireland,103.0
2021/22,131779.0,Riyad Mahrez,Riyad,Mahrez,F,26.0,Left/Right Winger,n/a,n/a,3.0,33 years 184 days,Algeria,103.0
